,SIMX,SIMY,SIMZ,PWM_X+,PWM_X-,PWM_Y+,PWM_Y-,PWM_Z+,PWM_Z-
0,35.04777666765953,2.033587735279452,0.6203255765243205,46.372771672127385,0,34.084732544036996,0,0,63.13320932911623
1,35.04777666765953,2.033587735279452,0.6203255765243205,46.42943167808454,0,34.0262589557137,0,0,63.2362558699703
2,35.03725997415917,2.0311677015812863,0.5523237023748955,47.05446646588391,0,34.16309243375053,0,0,64.7240625758513
3,35.02664435292706,2.028711502100011,0.484360924079257,46.36323691053249,0,33.9802406500319,0,0,63.57621240492161
4,35.01592994553458,2.0262189964057526,0.41643762184924427,47.390427466057616,0,34.34933338371645,0,0,64.68668436362799
5,35.00511689644298,2.0236900449544084,0.3485541787894369,46.488857620093114,0,34.061634938568204,0,0,63.37632141897148
6,34.99420535094209,2.021124508305875,0.2807109725487396,46.341614195405285,0,34.05565333142697,0,0,63.45004409846103
7,34.98319545695399,2.018522247808582,0.21290838261288564,46.29273226797177,0,33.96314374663074,0,0,63.673862792910754
8,34.972087364260055,2.0158831253062863,0.14514678716812152,46.36954642030275,0,34.04147992003966,0,0,63.62738491234293
9,34.960881223699246,2.013207002884068,0.07742655995478492,46.18597636974099,0,33.95404905644845,0,0,63.77878414796549
10,34.94957718901333,2.010493743496266,0.009748077577626638,46.17541808996313,0,33.92927856074538,0,0,63.86972863308151
11,34.938175414721556,2.0077432102714283,-0.05788828886994915,46.9117732517278,0,34.15621126778166,0,0,64.98028291785914
12,34.92667605797993,2.0049552671204545,-0.12548216648928442,46.18496979529751,0,33.86627373726867,0,0,64.37944979444954
13,34.91507927778464,2.00212977847587,-0.1930331837217874,46.76143058161209,0,34.07959051075926,0,0,65.19638625507547
14,34.90338523414518,1.99926660907072,-0.2605409735047543,46.24581996657942,0,33.951318396614504,0,0,64.24701797766765
15,34.891594089986256,1.9963656244891648,-0.3280051659403232,46.007367852572074,0,33.750377336069064,0,0,64.65711144053559
16,34.87970600895723,1.9934266905597355,-0.39542539669281274,46.65467405941628,0,34.053388656726604,0,0,65.16439796249468
17,34.86772115734816,1.9904496738856967,-0.46280129965369593,46.70449184918188,0,34.06462331091356,0,0,65.27615229213208
18,34.855639703268196,1.987434441617192,-0.5301325100958649,46.18908095960123,0,33.90693792280774,0,0,64.45862894440957
19,34.84346181579411,1.9843808612637948,-0.5974186678365601,46.119134792660276,0,33.89046369097716,0,0,64.5257206176524
20,34.83118766692921,1.9812888011663825,-0.6646594098875047,46.64173778031551,0,34.07342483142717,0,0,65.21050152041602
21,34.81881742934663,1.9781581299800863,-0.7318543788740224,46.101770906108484,0,33.81982988387921,0,0,64.89784114736595
22,34.80635127836316,1.974988717125708,-0.7990032156808479,46.07327342801718,0,33.81514622870938,0,0,64.90549960431693
23,34.79378939109251,1.9717804325953303,-0.8661055626137149,46.05044946247477,0,33.859574744449134,0,0,64.8387699422129
24,34.78113194556851,1.9685331467989968,-0.9331610665685843,46.01574023241865,0,33.84381329031377,0,0,64.844261432045
25,34.76837912276244,1.9652467309566457,-1.000169371667024,46.484350478526714,0,34.048199374735844,0,0,65.43416371827173
26,34.75553110425874,1.9619210566722487,-1.0671301276903746,45.970604957244504,0,33.826156727871954,0,0,65.09996602352318
27,34.74258807428752,1.9585559963048769,-1.1340429827130678,45.94767369422824,0,33.805517062362775,0,0,65.09881126373502
28,34.729550218852594,1.955151422808412,-1.2009075862701333,45.989160673926506,0,33.78817128290402,0,0,65.31503294483888
29,34.71641772482797,1.9517072096127408,-1.2677235925317667,46.12415312910804,0,33.74728322823118,0,0,66.1245444439034
30,34.703190782035605,1.9482232309346856,-1.3344906529249723,46.76716624495382,0,34.128102053311274,0,0,66.27451336289766
31,34.689869580851514,1.944699361444464,-1.4012084245835592,45.8731141199201,0,33.82029376925625,0,0,65.17355973401197
